Magnitud,Latitud,Longitud,Profundidad,Estatus,Fecha Hora,Fecha Hora UTC,Estado,Referencia Distancia,Referencia Direccion,Referencia Localidad
4.2,16.1,-91.3,5.0,revisado,2014-04-19 07:02:53,2014-04-19 12:02:53,CHIS,80,SURESTE,LAS MARGARITAS
5.2,17.3,-101.3,18.0,revisado,2014-04-19 09:58:15,2014-04-19 14:58:15,GRO,21,SUR,PETATLAN
3.6,17.3,-101.3,32.1,revisado,2014-04-19 10:04:59,2014-04-19 15:04:59,GRO,30,SUR,PETATLAN
4.0,17.5,-101.4,28.0,revisado,2014-04-19 10:06:37,2014-04-19 15:06:37,GRO,19,SUROESTE,PETATLAN
3.9,17.3,-101.4,21.7,revisado,2014-04-19 10:11:52,2014-04-19 15:11:52,GRO,29,SUROESTE,PETATLAN
4.3,17.4,-101.6,20.0,revisado,2014-04-19 10:50:35,2014-04-19 15:50:35,GRO,26,SUR,ZIHUATANEJO
4.3,17.4,-101.3,21.0,revisado,2014-04-19 10:59:04,2014-04-19 15:59:04,GRO,15,SUR,PETATLAN
3.9,17.5,-101.4,20.0,revisado,2014-04-19 12:59:15,2014-04-19 17:59:15,GRO,18,SUROESTE,PETATLAN
4.3,17.5,-101.4,18.5,revisado,2014-04-19 13:14:50,2014-04-19 18:14:50,GRO,13,OESTE,PETATLAN
3.9,17.5,-101.4,18.9,revisado,2014-04-19 13:58:28,2014-04-19 18:58:28,GRO,10,SUROESTE,PETATLAN
3.9,17.3,-101.3,6.7,revisado,2014-04-19 14:08:36,2014-04-19 19:08:36,GRO,28,SUR,PETATLAN
3.5,17.3,-101.5,11.0,revisado,2014-04-19 14:34:06,2014-04-19 19:34:06,GRO,31,SUROESTE,PETATLAN
3.8,13.9,-91.9,20.0,revisado,2014-04-19 14:44:28,2014-04-19 19:44:28,CHIS,91,SURESTE,CD HIDALGO
3.9,17.4,-101.5,14.2,revisado,2014-04-19 15:17:48,2014-04-19 20:17:48,GRO,28,SUR,ZIHUATANEJO
3.1,17.6,-101.0,14.3,revisado,2014-04-19 15:44:25,2014-04-19 20:44:25,GRO,25,ESTE,PETATLAN
3.6,17.5,-101.3,30.4,revisado,2014-04-19 15:46:23,2014-04-19 20:46:23,GRO,4,SUROESTE,PETATLAN
4.2,17.6,-101.4,21.6,revisado,2014-04-19 15:48:51,2014-04-19 20:48:51,GRO,11,NOROESTE,PETATLAN
4.0,17.5,-101.1,7.6,revisado,2014-04-19 16:45:03,2014-04-19 21:45:03,GRO,23,SURESTE,PETATLAN
3.9,14.7,-94.5,16.1,revisado,2014-04-19 17:57:19,2014-04-19 22:57:19,CHIS,170,SUROESTE,TONALA
3.9,14.0,-91.7,20.0,revisado,2014-04-19 18:15:27,2014-04-19 23:15:27,CHIS,90,SURESTE,CD HIDALGO
4.3,16.8,-94.7,102.1,revisado,2017-09-08 19:01:24,2017-09-09 00:01:24,OAX,33,ESTE,MATIAS ROMERO
4.4,15.6,-93.6,70.2,revisado,2017-09-08 19:04:04,2017-09-09 00:04:04,CHIS,43,SUROESTE,PIJIJIAPAN
4.1,16.0,-95.2,22.6,revisado,2017-09-08 19:09:24,2017-09-09 00:09:24,OAX,25,SUR,SALINA CRUZ
3.7,15.5,-94.8,16.7,revisado,2017-09-08 19:22:29,2017-09-09 00:22:29,OAX,88,SURESTE,SALINA CRUZ
4.2,15.7,-94.6,16.1,revisado,2017-09-08 19:23:15,2017-09-09 00:23:15,OAX,88,SURESTE,SALINA CRUZ
3.1,15.5,-94.8,16.1,revisado,2017-09-08 19:30:20,2017-09-09 00:30:20,OAX,92,SURESTE,SALINA CRUZ
4.1,14.8,-94.1,16.1,revisado,2017-09-08 19:34:17,2017-09-09 00:34:17,CHIS,140,SUROESTE,PIJIJIAPAN
3.9,15.0,-94.3,14.3,revisado,2017-09-08 19:37:06,2017-09-09 00:37:06,CHIS,132,SUROESTE,TONALA
3.8,15.2,-94.6,16.9,revisado,2017-09-08 19:39:54,2017-09-09 00:39:54,OAX,123,SURESTE,SALINA CRUZ
4.0,15.4,-94.8,11.3,revisado,2017-09-08 19:41:39,2017-09-09 00:41:39,OAX,95,SURESTE,SALINA CRUZ
4.0,15.1,-94.5,16.0,revisado,2017-09-08 19:42:10,2017-09-09 00:42:10,CHIS,134,SUROESTE,TONALA
3.2,15.3,-94.6,20.0,revisado,2017-09-08 19:43:28,2017-09-09 00:43:28,OAX,122,SURESTE,SALINA CRUZ
3.6,16.1,-95.3,7.8,revisado,2017-09-08 19:46:32,2017-09-09 00:46:32,OAX,13,SUROESTE,SALINA CRUZ
4.5,15.6,-94.5,16.2,revisado,2017-09-08 19:47:58,2017-09-09 00:47:58,OAX,93,SURESTE,SALINA CRUZ
3.9,14.8,-94.0,16.1,revisado,2017-09-08 19:52:28,2017-09-09 00:52:28,CHIS,129,SUROESTE,PIJIJIAPAN
3.6,15.3,-94.8,20.0,revisado,2017-09-08 19:59:20,2017-09-09 00:59:20,OAX,103,SURESTE,SALINA CRUZ
4.2,15.0,-94.3,16.0,revisado,2017-09-08 20:00:44,2017-09-09 01:00:44,CHIS,133,SUROESTE,TONALA
4.1,15.5,-93.6,75.2,revisado,2017-09-08 20:06:15,2017-09-09 01:06:15,CHIS,42,SUROESTE,PIJIJIAPAN
3.9,15.4,-94.8,7.4,revisado,2017-09-08 20:08:05,2017-09-09 01:08:05,OAX,92,SURESTE,SALINA CRUZ
4.5,15.1,-94.4,16.7,revisado,2017-09-08 20:14:03,2017-09-09 01:14:03,CHIS,125,SUROESTE,TONALA
3.5,15.3,-94.6,17.5,revisado,2017-09-08 20:17:42,2017-09-09 01:17:42,OAX,116,SURESTE,SALINA CRUZ
4.5,15.4,-94.9,27.1,revisado,2017-09-08 20:20:19,2017-09-09 01:20:19,OAX,90,SURESTE,SALINA CRUZ
3.9,15.7,-94.4,69.6,revisado,2017-09-08 20:22:11,2017-09-09 01:22:11,CHIS,82,SUROESTE,ARRIAGA
3.6,14.9,-94.2,16.2,revisado,2017-09-08 20:28:49,2017-09-09 01:28:49,CHIS,136,SUROESTE,PIJIJIAPAN
4.5,15.9,-94.5,55.3,revisado,2017-09-08 20:31:02,2017-09-09 01:31:02,CHIS,74,SUROESTE,ARRIAGA
3.8,15.1,-94.6,17.2,revisado,2017-09-08 20:36:22,2017-09-09 01:36:22,OAX,134,SURESTE,SALINA CRUZ
4.3,15.7,-93.9,75.3,revisado,2017-09-08 20:40:47,2017-09-09 01:40:47,CHIS,45,SUROESTE,TONALA
3.7,15.0,-94.3,16.6,revisado,2017-09-08 20:44:43,2017-09-09 01:44:43,CHIS,131,SUROESTE,TONALA
4.0,15.4,-94.8,14.7,revisado,2017-09-08 20:46:41,2017-09-09 01:46:41,OAX,99,SURESTE,SALINA CRUZ
3.7,15.3,-94.8,16.1,revisado,2017-09-08 20:51:22,2017-09-09 01:51:22,OAX,104,SURESTE,SALINA CRUZ
3.8,15.1,-94.5,20.0,revisado,2017-09-08 21:00:03,2017-09-09 02:00:03,CHIS,134,SUROESTE,TONALA
4.4,15.1,-94.3,16.2,revisado,2017-09-08 21:32:07,2017-09-09 02:32:07,CHIS,124,SUROESTE,TONALA
4.0,15.2,-95.2,20.0,revisado,2017-09-08 21:40:31,2017-09-09 02:40:31,OAX,104,SUR,SALINA CRUZ
3.3,15.5,-94.1,20.0,revisado,2017-09-08 21:42:45,2017-09-09 02:42:45,CHIS,77,SUROESTE,TONALA
5.0,15.2,-95.2,16.1,revisado,2017-09-08 21:43:36,2017-09-09 02:43:36,OAX,107,SUR,SALINA CRUZ
4.1,14.9,-94.3,16.7,revisado,2017-09-08 21:57:04,2017-09-09 02:57:04,CHIS,140,SUROESTE,TONALA
4.3,15.4,-94.9,68.4,revisado,2017-09-08 22:01:05,2017-09-09 03:01:05,OAX,90,SURESTE,SALINA CRUZ
3.8,15.4,-94.8,38.1,revisado,2017-09-08 22:01:53,2017-09-09 03:01:53,OAX,98,SURESTE,SALINA CRUZ
4.1,14.9,-94.3,16.1,revisado,2017-09-08 22:05:10,2017-09-09 03:05:10,CHIS,144,SUROESTE,TONALA
5.2,15.7,-94.5,35.2,revisado,2017-09-08 22:08:14,2017-09-09 03:08:14,OAX,86,SURESTE,SALINA CRUZ
4.0,15.0,-94.2,20.0,revisado,2017-09-08 22:18:10,2017-09-09 03:18:10,CHIS,131,SUROESTE,PIJIJIAPAN
3.7,15.2,-94.4,16.4,revisado,2017-09-08 22:20:22,2017-09-09 03:20:22,CHIS,121,SUROESTE,TONALA
3.4,15.8,-94.0,76.8,revisado,2017-09-08 22:29:16,2017-09-09 03:29:16,CHIS,44,SUROESTE,TONALA
4.0,15.6,-94.9,16.6,revisado,2017-09-08 22:39:58,2017-09-09 03:39:58,OAX,74,SURESTE,SALINA CRUZ
3.8,15.4,-94.7,35.4,revisado,2017-09-08 22:42:01,2017-09-09 03:42:01,OAX,103,SURESTE,SALINA CRUZ
4.1,14.7,-93.6,20.0,revisado,2017-09-08 22:44:38,2017-09-09 03:44:38,CHIS,109,SUROESTE,MAPASTEPEC
3.8,15.5,-94.5,20.0,revisado,2017-09-08 22:47:55,2017-09-09 03:47:55,OAX,103,SURESTE,SALINA CRUZ
2.3,20.3,-99.0,7.0,revisado,2017-09-08 22:48:54,2017-09-09 03:48:54,HGO,11,NOROESTE,ACTOPAN
3.8,15.8,-94.5,24.0,revisado,2017-09-08 22:49:40,2017-09-09 03:49:40,OAX,76,SURESTE,UNION HIDALGO
3.1,31.1,-115.5,20.0,revisado,2017-09-08 23:00:07,2017-09-09 04:00:07,BC,59,NORESTE,VICENTE GUERRERO
4.3,15.2,-94.3,10.0,revisado,2017-09-08 23:02:22,2017-09-09 04:02:22,CHIS,112,SUROESTE,TONALA
4.1,15.2,-94.7,35.4,revisado,2017-09-08 23:05:36,2017-09-09 04:05:36,OAX,117,SURESTE,SALINA CRUZ
4.1,15.7,-94.5,44.6,revisado,2017-09-08 23:09:26,2017-09-09 04:09:26,OAX,86,SURESTE,SALINA CRUZ
4.1,15.6,-94.9,29.5,revisado,2017-09-08 23:14:48,2017-09-09 04:14:48,OAX,66,SURESTE,SALINA CRUZ
4.1,15.0,-94.4,20.0,revisado,2017-09-08 23:22:23,2017-09-09 04:22:23,CHIS,133,SUROESTE,TONALA
4.6,15.0,-94.4,16.2,revisado,2017-09-08 23:22:24,2017-09-09 04:22:24,CHIS,131,SUROESTE,TONALA
4.0,15.4,-94.8,20.0,revisado,2017-09-08 23:31:30,2017-09-09 04:31:30,OAX,100,SURESTE,SALINA CRUZ
4.2,15.2,-94.5,10.7,revisado,2017-09-08 23:34:04,2017-09-09 04:34:04,CHIS,122,SUROESTE,TONALA
3.7,15.4,-94.6,67.0,revisado,2017-09-08 23:45:11,2017-09-09 04:45:11,OAX,106,SURESTE,SALINA CRUZ
4.3,14.9,-94.6,22.1,revisado,2017-09-08 23:49:35,2017-09-09 04:49:35,OAX,157,SURESTE,SALINA CRUZ
3.5,18.5,-102.5,51.2,revisado,2017-09-08 23:54:19,2017-09-09 04:54:19,MICH,54,NOROESTE,LA MIRA
5.6,14.7,-94.1,23.4,revisado,2017-09-08 23:54:49,2017-09-09 04:54:49,CHIS,140,SUROESTE,PIJIJIAPAN
4.2,15.8,-94.9,64.0,revisado,2017-09-09 00:02:34,2017-09-09 05:02:34,OAX,55,SURESTE,SALINA CRUZ
4.6,15.0,-94.2,17.2,revisado,2017-09-09 00:09:41,2017-09-09 05:09:41,CHIS,136,SUROESTE,TONALA
4.0,14.8,-94.1,22.7,revisado,2017-09-09 00:14:22,2017-09-09 05:14:22,CHIS,137,SUROESTE,PIJIJIAPAN
4.0,15.6,-94.8,11.0,revisado,2017-09-09 00:18:39,2017-09-09 05:18:39,OAX,74,SURESTE,SALINA CRUZ
3.8,21.7,-100.2,5.0,revisado,2017-09-09 00:21:58,2017-09-09 05:21:58,SLP,33,SUROESTE,CD FERNANDEZ
4.8,15.5,-94.8,16.1,revisado,2017-09-09 00:22:16,2017-09-09 05:22:16,OAX,85,SURESTE,SALINA CRUZ
3.9,15.2,-94.3,10.8,revisado,2017-09-09 00:26:28,2017-09-09 05:26:28,CHIS,115,SUROESTE,TONALA
3.9,15.3,-94.5,25.2,revisado,2017-09-09 00:28:51,2017-09-09 05:28:51,CHIS,118,SUROESTE,TONALA
4.2,15.6,-94.9,14.9,revisado,2017-09-09 00:32:32,2017-09-09 05:32:32,OAX,74,SURESTE,SALINA CRUZ
4.0,15.1,-94.5,16.2,revisado,2017-09-09 00:34:52,2017-09-09 05:34:52,CHIS,130,SUROESTE,TONALA
4.0,15.0,-94.4,17.3,revisado,2017-09-09 00:37:37,2017-09-09 05:37:37,CHIS,138,SUROESTE,TONALA
4.1,15.3,-94.6,12.4,revisado,2017-09-09 00:38:49,2017-09-09 05:38:49,OAX,117,SURESTE,SALINA CRUZ
4.5,15.7,-94.5,31.5,revisado,2017-09-09 00:48:42,2017-09-09 05:48:42,OAX,87,SURESTE,SALINA CRUZ
4.2,15.1,-94.5,17.7,revisado,2017-09-09 00:56:17,2017-09-09 05:56:17,CHIS,135,SUROESTE,TONALA
4.0,15.4,-94.7,16.1,revisado,2017-09-09 00:58:31,2017-09-09 05:58:31,OAX,107,SURESTE,SALINA CRUZ
4.1,15.2,-94.5,16.3,revisado,2017-09-09 01:04:38,2017-09-09 06:04:38,CHIS,133,SUROESTE,TONALA
3.6,15.6,-94.8,23.4,revisado,2017-09-09 01:09:29,2017-09-09 06:09:29,OAX,76,SURESTE,SALINA CRUZ
3.3,16.7,-94.5,12.2,revisado,2017-09-09 01:11:03,2017-09-09 06:11:03,OAX,40,NORESTE,UNION HIDALGO
4.7,15.2,-94.6,16.9,revisado,2017-09-09 01:12:07,2017-09-09 06:12:07,OAX,127,SURESTE,SALINA CRUZ
4.1,15.7,-94.6,29.8,revisado,2017-09-09 01:15:51,2017-09-09 06:15:51,OAX,85,SURESTE,SALINA CRUZ
3.8,15.7,-94.6,40.2,revisado,2017-09-09 01:19:17,2017-09-09 06:19:17,OAX,86,SURESTE,SALINA CRUZ
3.4,32.5,-115.6,20.0,revisado,2017-09-09 01:20:36,2017-09-09 06:20:36,BC,14,SUR,SANTA ISABEL
4.2,15.5,-94.7,16.1,revisado,2017-09-09 01:20:45,2017-09-09 06:20:45,OAX,92,SURESTE,SALINA CRUZ
5.0,15.6,-95.0,17.0,revisado,2017-09-09 01:24:20,2017-09-09 06:24:20,OAX,62,SURESTE,SALINA CRUZ
4.5,15.0,-94.4,14.0,revisado,2017-09-09 01:28:10,2017-09-09 06:28:10,CHIS,139,SUROESTE,TONALA
4.4,15.4,-94.7,12.6,revisado,2017-09-09 01:32:18,2017-09-09 06:32:18,OAX,104,SURESTE,SALINA CRUZ
4.2,15.4,-94.7,10.2,revisado,2017-09-09 01:37:08,2017-09-09 06:37:08,OAX,100,SURESTE,SALINA CRUZ
4.1,16.0,-95.2,26.8,revisado,2017-09-09 01:42:50,2017-09-09 06:42:50,OAX,18,SUR,SALINA CRUZ
4.2,15.3,-94.8,15.7,revisado,2017-09-09 01:45:48,2017-09-09 06:45:48,OAX,107,SURESTE,SALINA CRUZ
3.7,15.3,-94.4,15.0,revisado,2017-09-09 01:50:10,2017-09-09 06:50:10,CHIS,115,SUROESTE,TONALA
3.7,15.7,-94.5,16.4,revisado,2017-09-09 01:52:56,2017-09-09 06:52:56,OAX,86,SURESTE,SALINA CRUZ
4.4,15.5,-94.8,16.0,revisado,2017-09-09 02:00:44,2017-09-09 07:00:44,OAX,89,SURESTE,SALINA CRUZ
3.7,15.3,-94.5,16.2,revisado,2017-09-09 02:03:46,2017-09-09 07:03:46,OAX,119,SURESTE,SALINA CRUZ
3.7,15.9,-95.2,10.9,revisado,2017-09-09 02:05:37,2017-09-09 07:05:37,OAX,34,SUR,SALINA CRUZ
3.8,15.6,-94.8,16.2,revisado,2017-09-09 02:07:15,2017-09-09 07:07:15,OAX,75,SURESTE,SALINA CRUZ
3.7,15.0,-94.5,16.6,revisado,2017-09-09 02:09:28,2017-09-09 07:09:28,CHIS,140,SUROESTE,TONALA
3.9,15.5,-94.8,11.0,revisado,2017-09-09 02:12:02,2017-09-09 07:12:02,OAX,87,SURESTE,SALINA CRUZ
3.8,15.8,-95.1,40.7,revisado,2017-09-09 02:14:13,2017-09-09 07:14:13,OAX,43,SURESTE,SALINA CRUZ
3.6,15.1,-94.6,16.1,revisado,2017-09-09 02:19:40,2017-09-09 07:19:40,OAX,131,SURESTE,SALINA CRUZ
3.8,15.6,-95.3,16.2,revisado,2017-09-09 02:23:30,2017-09-09 07:23:30,OAX,65,SUR,SALINA CRUZ
4.0,15.2,-94.6,13.5,revisado,2017-09-09 02:29:29,2017-09-09 07:29:29,OAX,124,SURESTE,SALINA CRUZ
3.5,15.9,-94.9,74.8,revisado,2017-09-09 02:31:19,2017-09-09 07:31:19,OAX,51,SURESTE,SALINA CRUZ
4.0,15.3,-94.8,20.0,revisado,2017-09-09 02:36:00,2017-09-09 07:36:00,OAX,107,SURESTE,SALINA CRUZ
4.0,15.3,-94.8,66.1,revisado,2017-09-09 02:47:01,2017-09-09 07:47:01,OAX,101,SURESTE,SALINA CRUZ
3.8,15.5,-94.9,20.0,revisado,2017-09-09 02:54:50,2017-09-09 07:54:50,OAX,81,SURESTE,SALINA CRUZ
3.4,15.2,-94.7,20.0,revisado,2017-09-09 02:57:55,2017-09-09 07:57:55,OAX,120,SURESTE,SALINA CRUZ
2.8,20.3,-99.1,20.0,revisado,2017-09-09 02:59:22,2017-09-09 07:59:22,HGO,15,NOROESTE,ACTOPAN
4.7,15.0,-94.4,16.1,revisado,2017-09-09 03:01:31,2017-09-09 08:01:31,CHIS,137,SUROESTE,TONALA
3.6,15.4,-94.6,16.3,revisado,2017-09-09 03:06:56,2017-09-09 08:06:56,OAX,108,SURESTE,SALINA CRUZ
3.4,15.5,-94.8,20.0,revisado,2017-09-09 03:09:02,2017-09-09 08:09:02,OAX,85,SURESTE,SALINA CRUZ
3.7,15.6,-94.9,16.8,revisado,2017-09-09 03:10:44,2017-09-09 08:10:44,OAX,67,SURESTE,SALINA CRUZ
4.0,15.1,-94.3,15.0,revisado,2017-09-09 03:12:09,2017-09-09 08:12:09,CHIS,125,SUROESTE,TONALA
3.6,16.3,-95.3,86.5,revisado,2017-09-09 03:15:54,2017-09-09 08:15:54,OAX,9,OESTE,TEHUANTEPEC
4.0,16.7,-98.5,36.7,revisado,2017-09-09 03:17:00,2017-09-09 08:17:00,GRO,7,NOROESTE,OMETEPEC
3.8,15.8,-94.5,54.6,revisado,2017-09-09 03:17:15,2017-09-09 08:17:15,OAX,85,SURESTE,SALINA CRUZ
3.7,15.5,-94.8,16.1,revisado,2017-09-09 03:17:53,2017-09-09 08:17:53,OAX,90,SURESTE,SALINA CRUZ
4.0,15.2,-94.5,41.3,revisado,2017-09-09 03:22:04,2017-09-09 08:22:04,CHIS,127,SUROESTE,TONALA
3.5,14.9,-94.4,16.1,revisado,2017-09-09 03:32:23,2017-09-09 08:32:23,CHIS,143,SUROESTE,TONALA
3.6,15.0,-94.3,18.0,revisado,2017-09-09 03:35:01,2017-09-09 08:35:01,CHIS,135,SUROESTE,TONALA
3.6,14.9,-94.3,16.0,revisado,2017-09-09 03:36:23,2017-09-09 08:36:23,CHIS,150,SUROESTE,TONALA
3.5,14.8,-94.2,16.0,revisado,2017-09-09 03:38:38,2017-09-09 08:38:38,CHIS,146,SUROESTE,PIJIJIAPAN
3.7,15.1,-94.5,16.1,revisado,2017-09-09 03:39:41,2017-09-09 08:39:41,CHIS,130,SUROESTE,TONALA
3.5,15.8,-94.5,16.7,revisado,2017-09-09 03:41:25,2017-09-09 08:41:25,CHIS,83,SUROESTE,ARRIAGA
4.1,15.3,-94.5,37.4,revisado,2017-09-09 03:44:36,2017-09-09 08:44:36,OAX,124,SURESTE,SALINA CRUZ
4.0,16.0,-94.5,90.5,revisado,2017-09-09 03:50:10,2017-09-09 08:50:10,CHIS,66,SUROESTE,ARRIAGA
3.8,15.5,-94.7,58.5,revisado,2017-09-09 03:52:13,2017-09-09 08:52:13,OAX,88,SURESTE,SALINA CRUZ
3.7,15.5,-94.8,17.4,revisado,2017-09-09 03:53:56,2017-09-09 08:53:56,OAX,87,SURESTE,SALINA CRUZ
4.0,14.9,-94.1,16.1,revisado,2017-09-09 03:59:24,2017-09-09 08:59:24,CHIS,128,SUROESTE,PIJIJIAPAN
3.4,17.3,-101.3,5.0,revisado,2017-09-09 04:02:07,2017-09-09 09:02:07,GRO,24,SUR,PETATLAN
3.4,15.4,-94.9,16.7,revisado,2017-09-09 04:04:15,2017-09-09 09:04:15,OAX,89,SURESTE,SALINA CRUZ
3.9,15.7,-95.0,16.1,revisado,2017-09-09 04:06:46,2017-09-09 09:06:46,OAX,57,SURESTE,SALINA CRUZ
3.9,15.3,-94.7,22.0,revisado,2017-09-09 04:10:12,2017-09-09 09:10:12,OAX,107,SURESTE,SALINA CRUZ
3.8,15.1,-94.7,21.3,revisado,2017-09-09 04:13:18,2017-09-09 09:13:18,OAX,136,SURESTE,SALINA CRUZ
3.4,15.1,-94.7,15.7,revisado,2017-09-09 04:14:34,2017-09-09 09:14:34,OAX,127,SURESTE,SALINA CRUZ
3.8,15.2,-94.7,32.4,revisado,2017-09-09 04:16:40,2017-09-09 09:16:40,OAX,123,SURESTE,SALINA CRUZ
3.8,15.5,-94.9,17.1,revisado,2017-09-09 04:20:00,2017-09-09 09:20:00,OAX,85,SURESTE,SALINA CRUZ
3.8,15.2,-94.4,46.3,revisado,2017-09-09 04:21:13,2017-09-09 09:21:13,CHIS,120,SUROESTE,TONALA
4.1,15.3,-94.8,18.8,revisado,2017-09-09 04:22:20,2017-09-09 09:22:20,OAX,103,SURESTE,SALINA CRUZ
3.6,15.7,-93.9,77.7,revisado,2017-09-09 04:25:51,2017-09-09 09:25:51,CHIS,44,SUROESTE,TONALA
3.9,15.3,-94.6,16.1,revisado,2017-09-09 04:27:25,2017-09-09 09:27:25,OAX,115,SURESTE,SALINA CRUZ
2.4,20.3,-99.1,5.0,revisado,2017-09-09 04:27:35,2017-09-09 09:27:35,HGO,11,ESTE,PROGRESO
3.6,15.3,-94.6,10.1,revisado,2017-09-09 04:30:47,2017-09-09 09:30:47,OAX,112,SURESTE,SALINA CRUZ
4.1,15.2,-95.2,16.5,revisado,2017-09-09 04:39:15,2017-09-09 09:39:15,OAX,113,SUR,SALINA CRUZ
4.0,15.0,-94.4,18.0,revisado,2017-09-09 04:42:34,2017-09-09 09:42:34,CHIS,140,SUROESTE,TONALA
3.7,15.1,-94.4,2.5,revisado,2017-09-09 04:45:53,2017-09-09 09:45:53,CHIS,130,SUROESTE,TONALA
3.7,15.5,-94.0,20.0,revisado,2017-09-09 04:47:11,2017-09-09 09:47:11,CHIS,65,SUROESTE,TONALA
3.5,15.1,-94.4,10.0,revisado,2017-09-09 04:48:17,2017-09-09 09:48:17,CHIS,131,SUROESTE,TONALA
3.8,15.6,-94.9,16.0,revisado,2017-09-09 04:52:05,2017-09-09 09:52:05,OAX,72,SURESTE,SALINA CRUZ
3.5,15.7,-94.6,11.7,revisado,2017-09-09 05:00:22,2017-09-09 10:00:22,OAX,86,SURESTE,SALINA CRUZ
4.3,15.2,-94.7,15.2,revisado,2017-09-09 05:02:43,2017-09-09 10:02:43,OAX,123,SURESTE,SALINA CRUZ
3.5,17.4,-94.6,83.2,revisado,2017-09-09 05:05:38,2017-09-09 10:05:38,VER,66,SURESTE,SAYULA DE ALEMAN
4.1,15.5,-94.8,16.1,revisado,2017-09-09 05:11:35,2017-09-09 10:11:35,OAX,89,SURESTE,SALINA CRUZ
4.1,15.9,-94.7,11.6,revisado,2017-09-09 05:15:00,2017-09-09 10:15:00,OAX,67,SURESTE,SALINA CRUZ
4.2,15.8,-94.5,49.3,revisado,2017-09-09 05:19:28,2017-09-09 10:19:28,OAX,83,SURESTE,SALINA CRUZ
4.1,15.5,-94.7,11.5,revisado,2017-09-09 05:24:08,2017-09-09 10:24:08,OAX,91,SURESTE,SALINA CRUZ
4.3,15.4,-94.7,16.1,revisado,2017-09-09 05:27:12,2017-09-09 10:27:12,OAX,102,SURESTE,SALINA CRUZ
4.0,15.7,-95.1,28.3,revisado,2017-09-09 05:34:00,2017-09-09 10:34:00,OAX,54,SUR,SALINA CRUZ
3.7,14.9,-94.3,15.9,revisado,2017-09-09 05:39:11,2017-09-09 10:39:11,CHIS,142,SUROESTE,TONALA
4.1,15.8,-94.5,16.6,revisado,2017-09-09 05:43:15,2017-09-09 10:43:15,OAX,84,SURESTE,SALINA CRUZ
3.4,15.1,-94.2,27.0,revisado,2017-09-09 05:54:58,2017-09-09 10:54:58,CHIS,116,SUROESTE,TONALA
4.3,15.7,-94.6,22.7,revisado,2017-09-09 05:57:53,2017-09-09 10:57:53,OAX,87,SURESTE,SALINA CRUZ
3.8,15.4,-94.6,17.8,revisado,2017-09-09 06:01:00,2017-09-09 11:01:00,OAX,109,SURESTE,SALINA CRUZ
3.4,15.6,-94.9,16.2,revisado,2017-09-09 06:04:22,2017-09-09 11:04:22,OAX,72,SURESTE,SALINA CRUZ
3.8,15.4,-94.8,16.7,revisado,2017-09-09 06:06:37,2017-09-09 11:06:37,OAX,98,SURESTE,SALINA CRUZ
3.6,15.6,-94.9,30.0,revisado,2017-09-09 06:09:15,2017-09-09 11:09:15,OAX,69,SURESTE,SALINA CRUZ
3.7,15.2,-94.5,41.8,revisado,2017-09-09 06:12:31,2017-09-09 11:12:31,CHIS,129,SUROESTE,TONALA
4.0,15.5,-94.6,16.1,revisado,2017-09-09 06:15:23,2017-09-09 11:15:23,OAX,100,SURESTE,SALINA CRUZ
4.0,15.5,-94.8,41.3,revisado,2017-09-09 06:18:09,2017-09-09 11:18:09,OAX,88,SURESTE,SALINA CRUZ
3.4,16.3,-95.3,84.1,revisado,2017-09-09 06:22:37,2017-09-09 11:22:37,OAX,8,SUROESTE,TEHUANTEPEC
3.8,15.2,-94.6,10.7,revisado,2017-09-09 06:24:50,2017-09-09 11:24:50,OAX,120,SURESTE,SALINA CRUZ
3.7,15.7,-94.5,27.8,revisado,2017-09-09 06:28:54,2017-09-09 11:28:54,OAX,90,SURESTE,SALINA CRUZ
3.9,28.0,-112.1,5.0,revisado,2017-09-09 06:32:02,2017-09-09 11:32:02,BCS,71,NORTE,SANTA ROSALIA
4.1,15.5,-94.8,16.4,revisado,2017-09-09 06:33:16,2017-09-09 11:33:16,OAX,85,SURESTE,SALINA CRUZ
3.7,14.9,-94.5,16.0,revisado,2017-09-09 06:43:44,2017-09-09 11:43:44,CHIS,151,SUROESTE,TONALA
3.2,15.6,-93.1,114.1,revisado,2017-09-09 06:46:38,2017-09-09 11:46:38,CHIS,16,SURESTE,PIJIJIAPAN
5.0,15.5,-94.8,19.3,revisado,2017-09-09 06:50:50,2017-09-09 11:50:50,OAX,83,SURESTE,SALINA CRUZ
3.8,15.2,-94.6,16.5,revisado,2017-09-09 06:57:27,2017-09-09 11:57:27,OAX,124,SURESTE,SALINA CRUZ
3.5,15.2,-94.5,20.0,revisado,2017-09-09 07:03:03,2017-09-09 12:03:03,OAX,125,SURESTE,SALINA CRUZ
3.6,15.2,-94.6,16.0,revisado,2017-09-09 07:10:36,2017-09-09 12:10:36,OAX,125,SURESTE,SALINA CRUZ
3.5,15.3,-94.6,41.2,revisado,2017-09-09 07:15:58,2017-09-09 12:15:58,OAX,117,SURESTE,SALINA CRUZ
5.4,15.8,-94.9,55.7,revisado,2017-09-09 07:17:40,2017-09-09 12:17:40,OAX,52,SURESTE,SALINA CRUZ
3.8,15.4,-94.8,31.3,revisado,2017-09-09 07:25:06,2017-09-09 12:25:06,OAX,93,SURESTE,SALINA CRUZ
