Magnitud,Latitud,Longitud,Profundidad,Estatus,Fecha Hora,Fecha Hora UTC,Estado,Referencia Distancia,Referencia Direccion,Referencia Localidad
2.3,20.3,-99.0,20.0,revisado,2017-09-20 03:17:59,2017-09-20 08:17:59,HGO,11,NOROESTE,ACTOPAN
3.6,14.9,-93.3,42.2,revisado,2017-09-20 03:20:37,2017-09-20 08:20:37,CHIS,70,SUROESTE,MAPASTEPEC
3.7,15.7,-94.5,31.3,revisado,2017-09-20 03:21:19,2017-09-20 08:21:19,OAX,89,SURESTE,SALINA CRUZ
4.1,26.5,-102.9,10.0,revisado,2017-09-20 03:28:05,2017-09-20 08:28:05,COAH,86,NORTE,SAN PEDRO
3.9,15.7,-94.4,57.9,revisado,2017-09-20 03:31:29,2017-09-20 08:31:29,CHIS,79,SUROESTE,ARRIAGA
3.9,15.1,-94.4,31.8,revisado,2017-09-20 03:35:50,2017-09-20 08:35:50,CHIS,130,SUROESTE,TONALA
3.8,15.6,-94.8,16.1,revisado,2017-09-20 03:46:24,2017-09-20 08:46:24,OAX,77,SURESTE,SALINA CRUZ
3.8,15.9,-93.9,121.0,revisado,2017-09-20 03:49:50,2017-09-20 08:49:50,CHIS,26,SUROESTE,TONALA
3.8,15.3,-94.8,16.0,revisado,2017-09-20 03:55:12,2017-09-20 08:55:12,OAX,104,SURESTE,SALINA CRUZ
3.9,15.0,-94.9,16.1,revisado,2017-09-20 04:00:20,2017-09-20 09:00:20,OAX,134,SUR,SALINA CRUZ
3.7,15.2,-93.5,61.9,revisado,2017-09-20 04:14:40,2017-09-20 09:14:40,CHIS,64,SUROESTE,PIJIJIAPAN
3.4,17.9,-98.6,49.4,revisado,2017-09-20 04:18:24,2017-09-20 09:18:24,PUE,40,SUR,CHIAUTLA DE TAPIA
4.0,15.5,-94.8,16.1,revisado,2017-09-20 04:29:06,2017-09-20 09:29:06,OAX,90,SURESTE,SALINA CRUZ
1.3,19.3,-99.2,2.2,revisado,2017-09-20 04:32:55,2017-09-20 09:32:55,CDMX,5,SURESTE,TLALPAN
4.4,15.1,-94.4,16.1,revisado,2017-09-20 04:40:43,2017-09-20 09:40:43,CHIS,128,SUROESTE,TONALA
3.3,14.9,-93.4,16.1,revisado,2017-09-20 04:48:03,2017-09-20 09:48:03,CHIS,78,SUROESTE,MAPASTEPEC
3.6,15.1,-94.4,13.1,revisado,2017-09-20 04:53:44,2017-09-20 09:53:44,CHIS,127,SUROESTE,TONALA
3.8,15.3,-94.3,60.7,revisado,2017-09-20 04:55:05,2017-09-20 09:55:05,CHIS,106,SUROESTE,TONALA
3.6,15.3,-94.6,16.6,revisado,2017-09-20 04:57:41,2017-09-20 09:57:41,OAX,123,SURESTE,SALINA CRUZ
3.5,15.1,-93.7,20.0,revisado,2017-09-20 04:57:52,2017-09-20 09:57:52,CHIS,82,SUROESTE,PIJIJIAPAN
3.5,15.2,-94.7,16.1,revisado,2017-09-20 04:59:26,2017-09-20 09:59:26,OAX,124,SURESTE,SALINA CRUZ
3.7,15.0,-93.2,72.5,revisado,2017-09-20 05:02:52,2017-09-20 10:02:52,CHIS,58,SUROESTE,MAPASTEPEC
3.5,15.4,-94.1,16.0,revisado,2017-09-20 05:10:34,2017-09-20 10:10:34,CHIS,90,SUROESTE,TONALA
3.7,15.2,-93.7,61.9,revisado,2017-09-20 05:21:55,2017-09-20 10:21:55,CHIS,75,SUROESTE,PIJIJIAPAN
3.8,15.1,-93.6,36.8,revisado,2017-09-20 05:23:36,2017-09-20 10:23:36,CHIS,82,SUROESTE,PIJIJIAPAN
5.1,15.1,-93.6,52.4,revisado,2017-09-20 05:39:26,2017-09-20 10:39:26,CHIS,80,SUROESTE,PIJIJIAPAN
3.5,15.1,-93.6,88.4,revisado,2017-09-20 05:47:29,2017-09-20 10:47:29,CHIS,81,SUROESTE,PIJIJIAPAN
3.5,14.9,-93.8,34.6,revisado,2017-09-20 05:53:22,2017-09-20 10:53:22,CHIS,108,SUROESTE,PIJIJIAPAN
3.5,15.1,-93.5,50.5,revisado,2017-09-20 05:56:11,2017-09-20 10:56:11,CHIS,75,SUROESTE,PIJIJIAPAN
3.9,15.3,-94.7,35.9,revisado,2017-09-20 05:57:48,2017-09-20 10:57:48,OAX,113,SURESTE,SALINA CRUZ
3.7,15.2,-93.5,69.8,revisado,2017-09-20 06:00:50,2017-09-20 11:00:50,CHIS,65,SUROESTE,PIJIJIAPAN
3.4,18.4,-99.5,58.8,revisado,2017-09-20 06:02:56,2017-09-20 11:02:56,GRO,6,NORESTE,IGUALA
3.7,15.7,-95.1,16.2,revisado,2017-09-20 06:03:14,2017-09-20 11:03:14,OAX,50,SUR,SALINA CRUZ
3.8,16.0,-94.9,16.7,revisado,2017-09-20 06:16:04,2017-09-20 11:16:04,OAX,36,SURESTE,SALINA CRUZ
3.9,15.4,-94.8,26.5,revisado,2017-09-20 06:44:47,2017-09-20 11:44:47,OAX,96,SURESTE,SALINA CRUZ
3.7,15.1,-93.6,45.4,revisado,2017-09-20 06:48:12,2017-09-20 11:48:12,CHIS,78,SUROESTE,PIJIJIAPAN
3.8,15.0,-93.5,40.7,revisado,2017-09-20 06:49:51,2017-09-20 11:49:51,CHIS,80,SUROESTE,PIJIJIAPAN
3.3,18.9,-99.2,13.3,revisado,2017-09-20 06:55:54,2017-09-20 11:55:54,MOR,0,SUROESTE,1 km al SUROESTE de TRES DE MAYO
4.0,15.1,-94.4,8.9,revisado,2017-09-20 06:57:49,2017-09-20 11:57:49,CHIS,130,SUROESTE,TONALA
3.7,15.1,-93.6,48.7,revisado,2017-09-20 07:03:13,2017-09-20 12:03:13,CHIS,76,SUROESTE,PIJIJIAPAN
3.5,15.5,-94.2,44.7,revisado,2017-09-20 07:10:26,2017-09-20 12:10:26,CHIS,80,SUROESTE,TONALA
4.0,15.1,-94.6,16.1,revisado,2017-09-20 07:11:09,2017-09-20 12:11:09,OAX,135,SURESTE,SALINA CRUZ
3.7,14.7,-94.6,7.8,revisado,2017-09-20 07:13:31,2017-09-20 12:13:31,OAX,171,SURESTE,SALINA CRUZ
3.9,15.1,-93.5,49.4,revisado,2017-09-20 07:15:28,2017-09-20 12:15:28,CHIS,71,SUROESTE,PIJIJIAPAN
3.7,15.8,-94.9,51.6,revisado,2017-09-20 07:18:54,2017-09-20 12:18:54,OAX,52,SURESTE,SALINA CRUZ
3.6,18.0,-98.9,55.4,revisado,2017-09-20 07:22:30,2017-09-20 12:22:30,PUE,48,SUROESTE,CHIAUTLA DE TAPIA
3.9,14.4,-92.7,20.0,revisado,2017-09-20 07:28:00,2017-09-20 12:28:00,CHIS,68,SUROESTE,CD HIDALGO
3.7,15.1,-93.7,15.2,revisado,2017-09-20 07:38:15,2017-09-20 12:38:15,CHIS,83,SUROESTE,PIJIJIAPAN
3.8,15.1,-93.5,37.6,revisado,2017-09-20 07:43:33,2017-09-20 12:43:33,CHIS,76,SUROESTE,PIJIJIAPAN
3.6,15.7,-95.2,23.8,revisado,2017-09-20 07:43:40,2017-09-20 12:43:40,OAX,50,SUR,SALINA CRUZ
4.1,15.8,-94.5,40.6,revisado,2017-09-20 07:44:56,2017-09-20 12:44:56,CHIS,82,SUROESTE,ARRIAGA
4.1,15.2,-94.5,17.1,revisado,2017-09-20 07:49:14,2017-09-20 12:49:14,CHIS,132,SUROESTE,TONALA
3.7,15.2,-97.3,20.0,revisado,2017-09-20 07:50:34,2017-09-20 12:50:34,OAX,79,SUROESTE,PUERTO ESCONDIDO
3.7,15.0,-93.6,16.0,revisado,2017-09-20 07:57:09,2017-09-20 12:57:09,CHIS,85,SUROESTE,PIJIJIAPAN
3.7,15.0,-93.6,16.0,revisado,2017-09-20 08:01:45,2017-09-20 13:01:45,CHIS,83,SUROESTE,PIJIJIAPAN
3.0,15.3,-94.0,16.3,revisado,2017-09-20 08:05:09,2017-09-20 13:05:09,CHIS,89,SUROESTE,TONALA
3.6,15.1,-93.7,36.8,revisado,2017-09-20 08:06:11,2017-09-20 13:06:11,CHIS,79,SUROESTE,PIJIJIAPAN
3.9,15.0,-93.6,16.5,revisado,2017-09-20 08:08:17,2017-09-20 13:08:17,CHIS,84,SUROESTE,PIJIJIAPAN
3.6,15.0,-93.5,20.0,revisado,2017-09-20 08:12:55,2017-09-20 13:12:55,CHIS,79,SUROESTE,PIJIJIAPAN
3.5,15.3,-93.8,57.9,revisado,2017-09-20 08:15:30,2017-09-20 13:15:30,CHIS,73,SUROESTE,PIJIJIAPAN
3.7,15.1,-93.6,49.8,revisado,2017-09-20 08:19:11,2017-09-20 13:19:11,CHIS,76,SUROESTE,PIJIJIAPAN
3.5,15.0,-93.6,16.6,revisado,2017-09-20 08:21:25,2017-09-20 13:21:25,CHIS,84,SUROESTE,PIJIJIAPAN
3.6,15.0,-93.6,16.5,revisado,2017-09-20 08:26:03,2017-09-20 13:26:03,CHIS,85,SUROESTE,PIJIJIAPAN
3.2,15.1,-93.6,16.1,revisado,2017-09-20 08:28:08,2017-09-20 13:28:08,CHIS,80,SUROESTE,PIJIJIAPAN
3.1,15.9,-95.8,78.8,revisado,2017-09-20 08:35:28,2017-09-20 13:35:28,OAX,35,NORESTE,CRUCECITA
4.1,15.7,-95.2,16.0,revisado,2017-09-20 08:40:04,2017-09-20 13:40:04,OAX,52,SUR,SALINA CRUZ
4.0,15.6,-94.9,16.0,revisado,2017-09-20 08:45:16,2017-09-20 13:45:16,OAX,69,SURESTE,SALINA CRUZ
3.6,15.8,-95.0,48.9,revisado,2017-09-20 08:51:33,2017-09-20 13:51:33,OAX,44,SURESTE,SALINA CRUZ
3.8,15.0,-93.6,16.0,revisado,2017-09-20 08:54:41,2017-09-20 13:54:41,CHIS,85,SUROESTE,PIJIJIAPAN
3.7,15.2,-93.5,63.1,revisado,2017-09-20 08:58:21,2017-09-20 13:58:21,CHIS,65,SUROESTE,PIJIJIAPAN
3.6,15.8,-95.1,16.1,revisado,2017-09-20 08:58:30,2017-09-20 13:58:30,OAX,47,SUR,SALINA CRUZ
3.2,15.1,-93.7,20.0,revisado,2017-09-20 09:09:18,2017-09-20 14:09:18,CHIS,78,SUROESTE,PIJIJIAPAN
3.6,15.2,-93.8,48.8,revisado,2017-09-20 09:18:41,2017-09-20 14:18:41,CHIS,88,SUROESTE,PIJIJIAPAN
3.5,15.3,-94.2,20.0,revisado,2017-09-20 09:21:33,2017-09-20 14:21:33,CHIS,103,SUROESTE,TONALA
3.8,15.2,-93.8,36.5,revisado,2017-09-20 09:23:23,2017-09-20 14:23:23,CHIS,86,SUROESTE,PIJIJIAPAN
4.3,15.7,-95.1,16.0,revisado,2017-09-20 09:37:25,2017-09-20 14:37:25,OAX,57,SUR,SALINA CRUZ
3.7,15.7,-95.1,18.1,revisado,2017-09-20 09:40:32,2017-09-20 14:40:32,OAX,55,SUR,SALINA CRUZ
3.6,15.6,-95.1,27.0,revisado,2017-09-20 09:53:01,2017-09-20 14:53:01,OAX,61,SUR,SALINA CRUZ
3.2,14.7,-94.8,9.8,revisado,2017-09-20 10:00:22,2017-09-20 15:00:22,OAX,169,SUR,SALINA CRUZ
3.4,15.1,-93.5,59.9,revisado,2017-09-20 10:09:37,2017-09-20 15:09:37,CHIS,72,SUROESTE,PIJIJIAPAN
3.9,15.7,-94.0,98.5,revisado,2017-09-20 10:15:52,2017-09-20 15:15:52,CHIS,53,SUROESTE,TONALA
3.7,15.3,-94.6,25.0,revisado,2017-09-20 10:21:50,2017-09-20 15:21:50,OAX,115,SURESTE,SALINA CRUZ
3.2,15.9,-93.9,127.3,revisado,2017-09-20 10:25:39,2017-09-20 15:25:39,CHIS,27,SUROESTE,TONALA
3.8,15.1,-93.5,43.2,revisado,2017-09-20 10:26:18,2017-09-20 15:26:18,CHIS,75,SUROESTE,PIJIJIAPAN
3.9,15.8,-95.6,21.0,revisado,2017-09-20 10:44:16,2017-09-20 15:44:16,OAX,60,ESTE,CRUCECITA
3.8,15.6,-94.9,22.5,revisado,2017-09-20 10:47:03,2017-09-20 15:47:03,OAX,76,SURESTE,SALINA CRUZ
3.8,15.6,-95.0,16.1,revisado,2017-09-20 10:51:31,2017-09-20 15:51:31,OAX,67,SURESTE,SALINA CRUZ
3.7,15.1,-93.5,10.9,revisado,2017-09-20 10:53:57,2017-09-20 15:53:57,CHIS,68,SUROESTE,PIJIJIAPAN
3.2,18.9,-99.2,2.2,revisado,2017-09-20 10:58:31,2017-09-20 15:58:31,MOR,1,ESTE,CUERNAVACA
3.6,15.5,-94.7,16.0,revisado,2017-09-20 11:04:16,2017-09-20 16:04:16,OAX,92,SURESTE,SALINA CRUZ
3.8,15.2,-93.9,35.5,revisado,2017-09-20 11:08:22,2017-09-20 16:08:22,CHIS,87,SUROESTE,PIJIJIAPAN
3.8,15.1,-93.8,32.3,revisado,2017-09-20 11:24:10,2017-09-20 16:24:10,CHIS,89,SUROESTE,PIJIJIAPAN
3.7,16.0,-95.4,53.1,revisado,2017-09-20 11:24:39,2017-09-20 16:24:39,OAX,28,SUROESTE,SALINA CRUZ
3.7,15.2,-93.7,52.7,revisado,2017-09-20 11:32:33,2017-09-20 16:32:33,CHIS,75,SUROESTE,PIJIJIAPAN
3.7,15.7,-95.2,16.8,revisado,2017-09-20 11:45:31,2017-09-20 16:45:31,OAX,56,SUR,SALINA CRUZ
3.6,15.0,-93.6,16.0,revisado,2017-09-20 11:50:45,2017-09-20 16:50:45,CHIS,83,SUROESTE,PIJIJIAPAN
3.6,15.1,-93.5,6.6,revisado,2017-09-20 11:52:51,2017-09-20 16:52:51,CHIS,72,SUROESTE,PIJIJIAPAN
3.8,18.7,-99.3,5.0,revisado,2017-09-20 11:56:55,2017-09-20 16:56:55,MOR,5,NORTE,PUENTE DE IXTLA
3.7,15.9,-95.1,44.0,revisado,2017-09-20 12:07:26,2017-09-20 17:07:26,OAX,37,SURESTE,SALINA CRUZ
3.7,15.4,-94.7,17.1,revisado,2017-09-20 12:14:29,2017-09-20 17:14:29,OAX,105,SURESTE,SALINA CRUZ
3.8,15.2,-93.6,40.1,revisado,2017-09-20 12:31:16,2017-09-20 17:31:16,CHIS,74,SUROESTE,PIJIJIAPAN
3.9,14.8,-94.2,15.0,revisado,2017-09-20 12:38:00,2017-09-20 17:38:00,CHIS,140,SUROESTE,PIJIJIAPAN
3.8,15.0,-94.3,16.2,revisado,2017-09-20 12:42:13,2017-09-20 17:42:13,CHIS,134,SUROESTE,TONALA
3.6,15.1,-93.7,15.9,revisado,2017-09-20 12:50:40,2017-09-20 17:50:40,CHIS,87,SUROESTE,PIJIJIAPAN
3.7,15.8,-94.6,51.6,revisado,2017-09-20 12:53:42,2017-09-20 17:53:42,OAX,82,SURESTE,SALINA CRUZ
3.7,15.1,-93.6,40.0,revisado,2017-09-20 12:57:24,2017-09-20 17:57:24,CHIS,76,SUROESTE,PIJIJIAPAN
3.6,15.0,-93.6,16.0,revisado,2017-09-20 12:58:50,2017-09-20 17:58:50,CHIS,86,SUROESTE,PIJIJIAPAN
3.8,16.2,-93.6,125.1,revisado,2017-09-20 13:12:51,2017-09-20 18:12:51,CHIS,23,NORESTE,TONALA
3.7,15.9,-94.9,31.0,revisado,2017-09-20 13:40:30,2017-09-20 18:40:30,OAX,42,SURESTE,SALINA CRUZ
3.9,15.4,-94.7,16.1,revisado,2017-09-20 14:05:08,2017-09-20 19:05:08,OAX,101,SURESTE,SALINA CRUZ
3.9,15.6,-94.5,16.0,revisado,2017-09-20 14:18:06,2017-09-20 19:18:06,CHIS,92,SUROESTE,ARRIAGA
3.9,15.1,-93.5,46.9,revisado,2017-09-20 14:33:14,2017-09-20 19:33:14,CHIS,78,SUROESTE,PIJIJIAPAN
4.0,15.1,-93.4,56.7,revisado,2017-09-20 14:59:56,2017-09-20 19:59:56,CHIS,67,SUROESTE,PIJIJIAPAN
3.6,15.2,-93.9,16.1,revisado,2017-09-20 15:08:46,2017-09-20 20:08:46,CHIS,94,SUROESTE,PIJIJIAPAN
3.4,16.1,-95.1,43.7,revisado,2017-09-20 15:17:02,2017-09-20 20:17:02,OAX,15,SURESTE,SALINA CRUZ
4.3,15.7,-93.8,150.9,revisado,2017-09-20 15:18:23,2017-09-20 20:18:23,CHIS,46,SUR,TONALA
4.1,15.1,-93.5,53.0,revisado,2017-09-20 15:23:01,2017-09-20 20:23:01,CHIS,73,SUROESTE,PIJIJIAPAN
4.0,15.7,-94.9,27.4,revisado,2017-09-20 15:26:50,2017-09-20 20:26:50,OAX,66,SURESTE,SALINA CRUZ
3.6,15.4,-94.6,20.0,revisado,2017-09-20 15:35:05,2017-09-20 20:35:05,OAX,109,SURESTE,SALINA CRUZ
3.3,15.0,-93.6,10.2,revisado,2017-09-20 15:37:27,2017-09-20 20:37:27,CHIS,87,SUROESTE,PIJIJIAPAN
3.6,15.7,-95.1,16.5,revisado,2017-09-20 15:43:54,2017-09-20 20:43:54,OAX,51,SUR,SALINA CRUZ
3.5,15.8,-94.8,16.2,revisado,2017-09-20 15:47:04,2017-09-20 20:47:04,OAX,58,SURESTE,SALINA CRUZ
3.3,15.5,-93.9,20.0,revisado,2017-09-20 15:52:15,2017-09-20 20:52:15,CHIS,66,SUR,TONALA
4.0,15.2,-93.5,63.7,revisado,2017-09-20 16:13:08,2017-09-20 21:13:08,CHIS,66,SUROESTE,PIJIJIAPAN
3.9,15.1,-94.2,12.8,revisado,2017-09-20 16:15:27,2017-09-20 21:15:27,CHIS,122,SUROESTE,TONALA
3.8,15.6,-95.0,23.9,revisado,2017-09-20 16:18:34,2017-09-20 21:18:34,OAX,66,SURESTE,SALINA CRUZ
4.2,15.5,-94.8,16.4,revisado,2017-09-20 16:20:16,2017-09-20 21:20:16,OAX,86,SURESTE,SALINA CRUZ
3.8,15.4,-94.7,16.3,revisado,2017-09-20 16:27:27,2017-09-20 21:27:27,OAX,96,SURESTE,SALINA CRUZ
3.8,15.2,-93.7,3.7,revisado,2017-09-20 16:34:42,2017-09-20 21:34:42,CHIS,73,SUROESTE,PIJIJIAPAN
3.7,15.1,-93.5,7.3,revisado,2017-09-20 16:38:36,2017-09-20 21:38:36,CHIS,74,SUROESTE,PIJIJIAPAN
3.7,15.2,-94.2,57.6,revisado,2017-09-20 16:50:36,2017-09-20 21:50:36,CHIS,110,SUROESTE,TONALA
3.4,17.1,-101.0,30.0,revisado,2017-09-20 16:50:40,2017-09-20 21:50:40,GRO,37,SUROESTE,TECPAN
3.7,15.7,-95.1,16.3,revisado,2017-09-20 16:52:22,2017-09-20 21:52:22,OAX,54,SUR,SALINA CRUZ
3.6,16.4,-94.9,10.0,revisado,2017-09-20 16:54:50,2017-09-20 21:54:50,OAX,10,ESTE,JUCHITAN DE ZARAGOZA
3.8,15.0,-94.1,16.1,revisado,2017-09-20 17:01:48,2017-09-20 22:01:48,CHIS,129,SUROESTE,PIJIJIAPAN
3.5,15.0,-94.0,15.0,revisado,2017-09-20 17:05:29,2017-09-20 22:05:29,CHIS,116,SUROESTE,PIJIJIAPAN
3.7,18.7,-99.1,12.5,revisado,2017-09-20 17:15:05,2017-09-20 22:15:05,MOR,6,ESTE,STA ROSA TREINTA
3.0,15.1,-93.6,16.1,revisado,2017-09-20 17:17:23,2017-09-20 22:17:23,CHIS,80,SUROESTE,PIJIJIAPAN
3.4,15.1,-93.6,39.6,revisado,2017-09-20 17:18:10,2017-09-20 22:18:10,CHIS,77,SUROESTE,PIJIJIAPAN
3.8,16.1,-95.0,16.5,revisado,2017-09-20 17:20:35,2017-09-20 22:20:35,OAX,21,SURESTE,SALINA CRUZ
3.5,17.4,-97.1,56.2,revisado,2017-09-20 17:27:33,2017-09-20 22:27:33,OAX,54,NOROESTE,STA MARIA ATZOMPA
3.1,16.2,-93.4,178.2,revisado,2017-09-20 17:45:12,2017-09-20 22:45:12,CHIS,14,OESTE,VILLAFLORES
4.2,15.9,-95.0,15.9,revisado,2017-09-20 17:45:44,2017-09-20 22:45:44,OAX,39,SURESTE,SALINA CRUZ
4.2,15.0,-94.3,8.7,revisado,2017-09-20 17:51:21,2017-09-20 22:51:21,CHIS,136,SUROESTE,TONALA
4.1,15.4,-94.8,14.8,revisado,2017-09-20 17:55:32,2017-09-20 22:55:32,OAX,98,SURESTE,SALINA CRUZ
3.7,15.2,-94.5,11.0,revisado,2017-09-20 17:58:19,2017-09-20 22:58:19,CHIS,130,SUROESTE,TONALA
4.0,16.2,-93.7,141.6,revisado,2017-09-20 18:01:05,2017-09-20 23:01:05,CHIS,15,NORTE,TONALA
3.3,19.2,-104.5,53.6,revisado,2017-09-20 18:02:29,2017-09-20 23:02:29,JAL,11,SURESTE,CIHUATLAN
4.1,15.3,-94.6,59.9,revisado,2017-09-20 18:09:27,2017-09-20 23:09:27,OAX,117,SURESTE,SALINA CRUZ
3.8,15.0,-93.6,6.7,revisado,2017-09-20 18:33:51,2017-09-20 23:33:51,CHIS,88,SUROESTE,PIJIJIAPAN
3.7,15.0,-93.5,20.0,revisado,2017-09-20 18:37:04,2017-09-20 23:37:04,CHIS,80,SUROESTE,PIJIJIAPAN
4.1,15.2,-94.3,2.5,revisado,2017-09-20 18:40:23,2017-09-20 23:40:23,CHIS,117,SUROESTE,TONALA
3.8,15.2,-93.4,61.7,revisado,2017-09-20 18:44:45,2017-09-20 23:44:45,CHIS,55,SUROESTE,PIJIJIAPAN
3.7,15.8,-95.2,9.6,revisado,2017-09-20 18:48:20,2017-09-20 23:48:20,OAX,42,SUR,SALINA CRUZ
4.3,15.7,-95.1,23.8,revisado,2017-09-20 18:54:18,2017-09-20 23:54:18,OAX,59,SUR,SALINA CRUZ
3.7,15.1,-93.9,9.9,revisado,2017-09-20 18:57:27,2017-09-20 23:57:27,CHIS,100,SUROESTE,PIJIJIAPAN
3.0,16.3,-97.8,5.0,revisado,2018-02-16 18:00:19,2018-02-17 00:00:19,OAX,25,ESTE,PINOTEPA NACIONAL
3.2,16.2,-98.0,5.0,revisado,2018-02-16 18:02:19,2018-02-17 00:02:19,OAX,16,SURESTE,PINOTEPA NACIONAL
3.3,16.4,-97.9,55.6,revisado,2018-02-16 18:03:05,2018-02-17 00:03:05,OAX,16,NORESTE,PINOTEPA NACIONAL
3.6,16.3,-98.0,2.9,revisado,2018-02-16 18:04:31,2018-02-17 00:04:31,OAX,8,SURESTE,PINOTEPA NACIONAL
3.4,16.2,-98.1,9.5,revisado,2018-02-16 18:05:52,2018-02-17 00:05:52,OAX,15,SUROESTE,PINOTEPA NACIONAL
3.3,16.3,-98.2,19.0,revisado,2018-02-16 18:07:39,2018-02-17 00:07:39,OAX,16,OESTE,PINOTEPA NACIONAL
3.4,16.2,-98.1,5.0,revisado,2018-02-16 18:09:52,2018-02-17 00:09:52,OAX,15,SUR,PINOTEPA NACIONAL
3.8,16.3,-98.1,16.0,revisado,2018-02-16 18:10:50,2018-02-17 00:10:50,OAX,6,OESTE,PINOTEPA NACIONAL
3.7,16.3,-98.0,7.4,revisado,2018-02-16 18:14:19,2018-02-17 00:14:19,OAX,10,SURESTE,PINOTEPA NACIONAL
3.1,16.2,-98.1,9.8,revisado,2018-02-16 18:15:50,2018-02-17 00:15:50,OAX,12,SUR,PINOTEPA NACIONAL
3.7,16.3,-98.1,12.7,revisado,2018-02-16 18:17:21,2018-02-17 00:17:21,OAX,9,SUROESTE,PINOTEPA NACIONAL
3.7,16.2,-98.1,10.7,revisado,2018-02-16 18:19:10,2018-02-17 00:19:10,OAX,15,SUROESTE,PINOTEPA NACIONAL
3.3,16.1,-98.0,12.3,revisado,2018-02-16 18:20:21,2018-02-17 00:20:21,OAX,28,SUR,PINOTEPA NACIONAL
3.0,16.3,-98.0,5.0,revisado,2018-02-16 18:20:38,2018-02-17 00:20:38,OAX,10,SUR,PINOTEPA NACIONAL
3.7,16.2,-98.1,6.6,revisado,2018-02-16 18:22:36,2018-02-17 00:22:36,OAX,14,SUR,PINOTEPA NACIONAL
1.9,16.2,-98.1,10.0,revisado,2018-02-16 18:24:15,2018-02-17 00:24:15,OAX,16,SUROESTE,PINOTEPA NACIONAL
1.8,16.3,-98.3,10.0,revisado,2018-02-16 18:25:40,2018-02-17 00:25:40,OAX,25,OESTE,PINOTEPA NACIONAL
3.7,16.2,-98.1,16.3,revisado,2018-02-16 18:28:03,2018-02-17 00:28:03,OAX,11,SUR,PINOTEPA NACIONAL
3.3,16.3,-98.1,7.6,revisado,2018-02-16 18:32:59,2018-02-17 00:32:59,OAX,7,SUROESTE,PINOTEPA NACIONAL
3.2,16.2,-98.0,15.0,revisado,2018-02-16 18:33:49,2018-02-17 00:33:49,OAX,10,SUR,PINOTEPA NACIONAL
3.2,16.2,-98.0,16.3,revisado,2018-02-16 18:35:48,2018-02-17 00:35:48,OAX,14,SURESTE,PINOTEPA NACIONAL
5.9,15.8,-98.0,24.3,revisado,2018-02-16 18:36:51,2018-02-17 00:36:51,OAX,55,SUR,PINOTEPA NACIONAL
3.7,16.0,-97.9,15.0,revisado,2018-02-16 18:41:24,2018-02-17 00:41:24,OAX,46,SURESTE,PINOTEPA NACIONAL
3.5,15.9,-97.8,15.9,revisado,2018-02-16 18:48:49,2018-02-17 00:48:49,OAX,43,SUROESTE,RIO GRANDE
3.4,16.1,-98.0,16.2,revisado,2018-02-16 18:53:03,2018-02-17 00:53:03,OAX,23,SUR,PINOTEPA NACIONAL
3.4,16.3,-98.1,5.1,revisado,2018-02-16 18:54:09,2018-02-17 00:54:09,OAX,10,SUROESTE,PINOTEPA NACIONAL
3.4,16.4,-97.9,15.3,revisado,2018-02-16 18:55:39,2018-02-17 00:55:39,OAX,15,NORESTE,PINOTEPA NACIONAL
3.4,16.2,-98.1,16.3,revisado,2018-02-16 18:57:15,2018-02-17 00:57:15,OAX,19,SUROESTE,PINOTEPA NACIONAL
3.5,16.3,-98.0,4.7,revisado,2018-02-16 18:58:42,2018-02-17 00:58:42,OAX,7,SUR,PINOTEPA NACIONAL
3.3,16.2,-98.1,14.5,revisado,2018-02-16 19:00:27,2018-02-17 01:00:27,OAX,15,SUROESTE,PINOTEPA NACIONAL
3.3,16.0,-97.9,3.8,revisado,2018-02-16 19:01:05,2018-02-17 01:01:05,OAX,43,SURESTE,PINOTEPA NACIONAL
3.6,16.0,-97.9,5.2,revisado,2018-02-16 19:02:00,2018-02-17 01:02:00,OAX,44,SURESTE,PINOTEPA NACIONAL
3.4,16.1,-97.9,5.3,revisado,2018-02-16 19:03:59,2018-02-17 01:03:59,OAX,35,SURESTE,PINOTEPA NACIONAL
3.3,16.0,-98.0,16.1,revisado,2018-02-16 19:05:42,2018-02-17 01:05:42,OAX,41,SUR,PINOTEPA NACIONAL
3.4,16.3,-97.0,15.0,revisado,2018-02-16 19:06:51,2018-02-17 01:06:51,OAX,39,OESTE,MIAHUATLAN
3.1,16.3,-98.3,16.8,revisado,2018-02-16 19:07:12,2018-02-17 01:07:12,OAX,23,OESTE,PINOTEPA NACIONAL
2.9,16.3,-98.2,16.0,revisado,2018-02-16 19:08:51,2018-02-17 01:08:51,OAX,16,SUROESTE,PINOTEPA NACIONAL
3.3,16.1,-98.1,17.3,revisado,2018-02-16 19:09:52,2018-02-17 01:09:52,OAX,24,SUR,PINOTEPA NACIONAL
3.2,16.4,-98.0,13.0,revisado,2018-02-16 19:10:40,2018-02-17 01:10:40,OAX,12,NORESTE,PINOTEPA NACIONAL
3.2,16.3,-98.0,14.9,revisado,2018-02-16 19:13:08,2018-02-17 01:13:08,OAX,1,ESTE,PINOTEPA NACIONAL
4.0,16.3,-98.0,14.1,revisado,2018-02-16 19:14:33,2018-02-17 01:14:33,OAX,5,SUR,PINOTEPA NACIONAL
3.2,16.2,-98.1,15.0,revisado,2018-02-16 19:16:00,2018-02-17 01:16:00,OAX,14,SUROESTE,PINOTEPA NACIONAL
